scale_roi,angle_roi,scale_roi_geo,angle_roi_geo,frame
0.48870482185825465,1.3875644622571621,0.5594713790168269,2.6769780094807314,0
0.7628918028008218,11.282319827187475,0.4733842942374618,2.267267507428506,1
0.5627976494178234,3.1623797321281204,0.4691581509534422,3.8644280706592506,2
0.5568033811126104,5.11610031906057,0.5137733239307131,2.711267246094153,3
0.6324912989503607,4.734975178479993,0.4786294200344528,2.016436499556746,4
0.6557773931130069,3.9495404704976558,0.6536942473827788,4.288503170658483,5
0.4052503719112074,5.244230523833531,0.5404070470262561,4.192461194564738,6
0.7106319353444078,5.891749651879407,0.5593417385082158,3.5224203602093773,7
0.9067121806193502,6.906945827398602,0.46043187230757926,1.3148196928185292,8
0.514624382673625,4.290628830064225,0.45779575455635296,2.437835823670596,9
0.6326592160866907,3.758973152576752,0.4559069645978083,0.5747718699936443,10
0.51333418925119,4.045463857391494,0.4118967603311567,3.2014880805148906,11
0.6216361931870747,3.6574278215711065,0.4656302361914271,1.1459592946222603,12
0.6473055635332297,4.014508591414545,0.5488339419890871,2.069885253366689,13
0.5697773013948774,1.4658154675348323,0.581577220798412,2.459298337864175,14
0.5476915856002957,1.8984507348744002,0.561395868123073,1.4451636474301708,15
0.5354834329228426,1.7326992511605372,0.5722156126784331,1.4748934824823385,16
0.7050247003367263,4.381309032972014,0.6528446935234636,3.0121744524448535,17
0.7521604526227347,6.667511249007869,0.6664003787630589,4.34065041671448,18
0.6401834827961712,2.413676317099939,0.7195124496026427,2.2195050505648637,19
0.7895376106892551,3.315643977116727,0.665382216620831,1.4362401273699785,20
0.7468433733929509,2.5389782934707466,0.6695769280780557,1.1575040518747397,21
0.7019215477045587,1.3894996149721075,0.7167924789222677,0.9546200168408497,22
0.7808045864465176,4.346799103566886,0.8115992390095061,2.311716201421174,23
0.9431349140879081,3.3484016242210903,0.7132775277874913,0.5583434735102688,24
0.916773574888464,7.389296975727648,0.8663648755098637,2.8579468052441084,25
0.8970658099537913,2.7865628147406754,0.8321607580923719,1.9495109206082302,26
0.8806034924474527,2.4440809931872085,0.8950922568822944,2.6223490995876815,27
0.8197906070474091,2.488504665811891,0.9283955562121253,3.768987527909684,28
0.9870674074031982,5.121737288702695,0.7588420243499687,1.5282011990973028,29
0.9750900505111751,3.6007827023147927,0.9534688439756686,3.646004799041627,30
1.0342659319297514,4.253867558085483,1.0178752314060187,4.10887995635649,31
1.096036746477925,4.5307620028106435,0.8499394749040817,2.1625693150671954,32
0.9174534715094117,3.3343636054550734,0.9917425049330276,4.085373170281556,33
