scale_roi,angle_roi,scale_roi_geo,angle_roi_geo,frame
0.6461045767466327,3.8489533507986944,0.7550884998489098,5.406703734395974,0
0.6805300138413951,3.308175887522907,0.7104540762063063,4.33014664334293,1
0.7382316016610715,4.282641925335502,0.7433394583658198,4.598900956976372,2
0.7248872594818133,3.1396952237550204,0.59992834714805,1.3918263934588977,3
0.8118123370049343,3.746291478903859,0.5528893001273051,1.0232657403174703,4
0.7319522161301587,3.065392893010178,0.5989670971317691,1.783393379868311,5
0.7425901465285927,3.6193758614868528,0.7358933151160707,3.695131049264164,6
0.8232311835183186,4.870275403708124,0.7666306410453988,4.602770177209757,7
0.7859939850040984,3.693120917546655,0.7593965204925989,3.3784364829653803,8
0.8485696462005387,4.566898869632412,0.7292759432387976,3.0266113772151138,9
0.8865187659294221,4.701168302516375,0.8000041670611922,3.6996983566893458,10
0.8210805380005032,3.6354861642577867,0.6648744379774956,0.8812503911637235,11
0.7958404045571431,3.5316319914035557,0.8162186047782699,3.0772279199081813,12
0.8689850762715673,3.3295892274683054,0.8438804299019241,5.115021992032122,13
0.9409629906549914,4.774577080767097,0.9150161863662833,4.6448874405200575,14
0.9104151673967652,4.303856816980263,0.8182351279145211,3.682757701061798,15
0.9750120561726277,4.565484951072119,0.782611257051218,6.523623072565881,16
0.899315903021087,4.180042063076128,0.8218085964778464,6.468219054393183,17
0.9599425787868351,4.506214752686891,0.8862977854876709,3.6285098756980547,18
0.9644172734534097,4.399811534355697,0.8629752260002879,3.4645808346089666,19
0.9463081090944244,4.197656253597144,0.8563669401696616,3.41478685604198,20
0.9189000941445109,5.447343319361347,0.6659238330457208,2.1962094877998712,21
0.921259118193104,5.191794755660631,0.9723115734549646,5.1510308148532555,22
0.9024126859379942,3.9151766028273953,0.8732346465931298,3.7546053869685396,23
0.9213923507082843,4.374554401998946,0.8358336463105964,3.7509075596951043,24
0.8399877407670979,2.4196129348238635,0.898330529332381,3.1442004917963136,25
0.8622397114275986,2.712191575320026,0.9338409524807975,3.487077248145067,26
0.8191526977643698,3.186920901994822,0.8863921210414057,3.8056023026186927,27
0.9710938285620684,4.3660813545534705,0.9382494573324206,3.574704809218221,28
0.9342285496514725,3.63707534325423,0.9447865015655621,3.61331988632909,29
1.0797808350892528,4.4306089603984,1.0895902989187496,4.938143099437695,30
1.3390669411052893,7.0423078841957665,0.3978993588029106,13.99735927389956,31
0.9438910004443095,3.375811918353276,0.961566505237915,3.7791659939675295,32
0.9667632908135088,5.025489752945571,0.8980781183208326,3.7761593980488533,33
0.9778355072570939,4.262702961326815,0.9551629132280798,4.207857637466349,34
1.019728163683794,5.473286216531359,0.7706596537587105,1.0902162465653502,35
1.141559850805272,5.934741806882332,0.8659066100089409,1.9213693810193229,36
0.9674808770343934,6.135586366568942,0.7612193425721446,3.7740857122818436,37
1.0715645792592272,5.243055361183364,0.875080131017798,3.274246240724135,38
0.8972929872694912,2.866898793628005,0.8515707077816171,2.853103014039652,39
0.9799427136386941,3.960617716876101,0.9156218653733773,4.529488987266137,40
0.9380028797637364,5.0403321621172354,0.738234911633396,0.8420672420205965,41
1.1987759219664411,7.025928977232084,0.7733734724039241,1.954335295392251,42
1.110179499478265,4.5287825329419835,0.858461194759611,1.9036910897731592,43
1.0266977073155208,15.486135675346638,0.4261270182428872,11.343111481321412,44
2.5982494009848245,9.752705455181514,0.1956072130897277,22.38183566458511,45
2.1811655256418003,10.423264743910794,0.8876209920778504,3.1863179727914277,46
1.2838571600223645,6.500847781353183,0.8748662381003564,2.3098076227047177,47
1.0840875067237834,4.0341954851540995,0.9436884261922568,4.689424840823599,48
0.2728800701205537,144.6508888877776,0.5839830829339353,4.973986784546655,49
1.0577762191912543,4.715882715246328,0.8819544084072987,2.405196810804566,50
1.1755027700153136,6.115424810766332,0.7547747890086017,2.156615625178069,51
0.469091518252595,8.796171736094607,0.7671741531437131,6.493891502192692,52
0.8222517400435216,7.3280087379706895,0.9394336263954279,3.5125935689582706,53
0.8992360944642634,4.067145112936698,0.5335382848373587,4.05998199678016,54
0.725017364217768,0.6956371846027446,0.8739933018212553,3.141197676918118,55
0.9025550895561504,2.5724072191703056,0.6306572308440507,3.0172379657057387,56
0.8710852209661448,1.5528570113614526,0.8679643274509599,3.0387302965081084,57
0.9865053952008584,3.6281344393056187,0.8675962578589261,3.0811110940277797,58
1.0427290355567602,4.670518751604746,0.8520514267434471,3.9686156666336663,59
1.0366907434812507,4.390006468121666,0.8996695997666126,3.6465987179835997,60
0.9429639197798283,3.2296731220755053,0.745535816625335,2.562147251299713,61
0.9985107240859319,3.7070661364486517,0.9390163633847269,3.7898247130631377,62
0.8914940267973699,3.5772976210053877,0.9505561206677525,4.011509055654925,63
0.8896938799008208,2.872892964743839,0.9181353152764958,3.970055562774247,64
0.8853569699485155,4.24330783092079,0.7287802998794343,5.329586618558082,65
0.7182772818365255,0.6084183209885257,0.9146534589771305,3.8071705871958987,66
0.8178123720447946,3.7601961169211267,0.8444454241039626,2.9339551101093,67
0.754749431326191,1.9154139150527698,0.716796904944157,4.641898029157855,68
0.7964907423218718,2.5906347799309875,0.796834557203378,2.7101322389598144,69
0.8645411615061839,2.930455471334496,0.8979086779239845,5.085526890502246,70
0.759299144322539,1.4595433979575336,0.7815484161809837,2.8094392487506186,71
